timestamp,joint_names,desired_positions,actual_positions,error_positions,desired_velocities,actual_velocities
1755197451.094671,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.11839233216829576, -1.6891886589631924, -0.11839233216829576, -1.6891886589631924, -0.11839233216829576, -0.11839233216829576]","[-0.13358956972231084, -1.7042905292906703, -0.13342437148094177, -1.704186578790182, -0.13344270387758428, -0.13345414796938115]","[0.015197237554015086, 0.015101870327477895, 0.015032039312646017, 0.014997919826989614, 0.015050371709288524, 0.015061815801085399]","[0.46644736013263033, 0.46644736013263033, 0.46644736013263033, 0.46644736013263033, 0.46644736013263033, 0.46644736013263033]","[0.46479299664497375, 0.46299630403518677, 0.46492359042167664, 0.46854159235954285, 0.4684220850467682, 0.4819450378417969]"
1755197451.1277251,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.0950080799825278, -1.6658044067774243, -0.0950080799825278, -1.6658044067774243, -0.0950080799825278, -0.0950080799825278]","[-0.10925752321352178, -1.6800700626769007, -0.10920660197734833, -1.680206914941305, -0.10932618776430303, -0.1093218962298792]","[0.014249443230993974, 0.014265655899476481, 0.014198521994820523, 0.014402508163880778, 0.014318107781775224, 0.014313816247351396]","[0.46816072358603555, 0.46816072358603555, 0.46816072358603555, 0.46816072358603555, 0.46816072358603555, 0.46816072358603555]","[0.46553969383239746, 0.4676707088947296, 0.4664584696292877, 0.4840671122074127, 0.4745238423347473, 0.4669671654701233]"
1755197451.1809921,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.07157362245718607, -1.6423699492520827, -0.07157362245718607, -1.6423699492520827, -0.07157362245718607, -0.07157362245718607]","[-0.08675748506654912, -1.6575824222960414, -0.08683333545923233, -1.6577416859068812, -0.08686906496156865, -0.08683616319765264]","[0.015183862609363052, 0.015212473043958674, 0.01525971300204626, 0.015371736654798518, 0.015295442504382584, 0.015262540740466568]","[0.46949525812252024, 0.46949525812252024, 0.46949525812252024, 0.46949525812252024, 0.46949525812252024, 0.46949525812252024]","[0.4676106572151184, 0.4640940725803375, 0.4655274450778961, 0.4688052237033844, 0.46304962038993835, 0.4597730040550232]"
1755197451.2273705,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.04806865297642948, -1.6188649797713262, -0.04806865297642948, -1.6188649797713262, -0.04806865297642948, -0.04806865297642948]","[-0.06335765520204717, -1.6340061626830042, -0.06335259974002838, -1.6340519390501917, -0.06346160570253545, -0.06341487566103154]","[0.015289002225617687, 0.015141182911678097, 0.015283946763598899, 0.015186959278865597, 0.015392952726105968, 0.015346222684602062]","[0.4704535079184231, 0.4704535079184231, 0.4704535079184231, 0.4704535079184231, 0.4704535079184231, 0.4704535079184231]","[0.4714565873146057, 0.4689420461654663, 0.47166329622268677, 0.4630717933177948, 0.47141772508621216, 0.4720827341079712]"
1755197451.314236,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.024524256400238365, -1.595320583195135, -0.024524256400238365, -1.595320583195135, -0.024524256400238365, -0.024524256400238365]","[-0.03889066377748662, -1.6096512279906214, -0.038976315408945084, -1.6095248661436976, -0.038947407399312794, -0.03895694414247686]","[0.014366407377248258, 0.014330644795486513, 0.014452059008706719, 0.014204282948562685, 0.01442315099907443, 0.014432687742238492]","[0.4710346320512927, 0.4710346320512927, 0.4710346320512927, 0.4710346320512927, 0.4710346320512927, 0.4710346320512927]","[0.47189685702323914, 0.4721878468990326, 0.473511278629303, 0.48240983486175537, 0.46906888484954834, 0.45938026905059814]"
1755197451.3517787,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[-0.0009752432851270476, -1.5717715700800237, -0.0009752432851270476, -1.5717715700800237, -0.0009752432851270476, -0.0009752432851270476]","[-0.016340080891744435, -1.5870372257628382, -0.016181718558073044, -1.5871325931944789, -0.01626140276064092, -0.016281906758443654]","[0.015364837606617388, 0.015265655682814572, 0.015206475272945996, 0.015361023114455197, 0.015286159475513872, 0.015306663473316606]","[0.47123857511100137, 0.47123857511100137, 0.47123857511100137, 0.47123857511100137, 0.47123857511100137, 0.47123857511100137]","[0.469034880399704, 0.4724442958831787, 0.4705177843570709, 0.47002702951431274, 0.47525665163993835, 0.4858592450618744]"
1755197451.4560633,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.022588372355721198, -1.5482079544391754, 0.022588372355721198, -1.5482079544391754, 0.022588372355721198, 0.022588372355721198]","[0.007326303981244564, -1.5634456056034942, 0.007218662892476857, -1.5636675043827672, 0.007198395673185587, 0.007284835446625948]","[0.015262068374476634, 0.015237651164318855, 0.015369709463244341, 0.015459549943591888, 0.015389976682535611, 0.01530353690909525]","[0.47106561534141067, 0.47106561534141067, 0.47106561534141067, 0.47106561534141067, 0.47106561534141067, 0.47106561534141067]","[0.4678994417190552, 0.4672766923904419, 0.46823859214782715, 0.4634372293949127, 0.4724177122116089, 0.4733312129974365]"
1755197451.4671953,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.0461293395650641, -1.5246669872298324, 0.0461293395650641, -1.5246669872298324, 0.0461293395650641, 0.0461293395650641]","[0.03083246387541294, -1.5398866695216675, 0.03085214296449834, -1.539901753222086, 0.03071928769350052, 0.030695952475070953]","[0.015296875689651157, 0.015219682291835124, 0.015277196600565757, 0.015234765992253596, 0.01541005187156358, 0.015433387089993145]","[0.47051566577314674, 0.47051566577314674, 0.47051566577314674, 0.47051566577314674, 0.47051566577314674, 0.47051566577314674]","[0.47336721420288086, 0.46829381585121155, 0.46834850311279297, 0.46428993344306946, 0.4637047350406647, 0.464780330657959]"
1755197451.5865538,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.06965015477775677, -1.5011461720171397, 0.06965015477775677, -1.5011461720171397, 0.06965015477775677, 0.06965015477775677]","[0.05524412915110588, -1.5154700700989743, 0.05529767671693975, -1.515251887296774, 0.055210839956998825, 0.05530905723571777]","[0.014406025626650887, 0.01432389808183454, 0.01435247806081702, 0.014105715279634223, 0.014439314820757942, 0.014341097542038994]","[0.4695879326440978, 0.4695879326440978, 0.4695879326440978, 0.4695879326440978, 0.4695879326440978, 0.4695879326440978]","[0.47092166543006897, 0.4693574905395508, 0.47259876132011414, 0.4611568748950958, 0.46504083275794983, 0.4655972123146057]"
1755197451.5870547,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.09308546095151798, -1.4777108658433786, 0.09308546095151798, -1.4777108658433786, 0.09308546095151798, 0.09308546095151798]","[0.0788234993815422, -1.4919469890049477, 0.07886726060976201, -1.4919777375510712, 0.0787990540266037, 0.07879974693059921]","[0.014261961569975778, 0.01423612316156908, 0.014218200341755971, 0.014266871707692586, 0.014286406924914286, 0.014285714020918772]","[0.4682845639651436, 0.4682845639651436, 0.4682845639651436, 0.4682845639651436, 0.4682845639651436, 0.4682845639651436]","[0.4692677855491638, 0.4709779620170593, 0.46881574392318726, 0.4812069833278656, 0.4642159938812256, 0.45844802260398865]"
1755197451.587533,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.11646496295529452, -1.454331363839602, 0.11646496295529452, -1.454331363839602, 0.11646496295529452, 0.11646496295529452]","[0.10133837163448334, -1.4693412345698853, 0.10144454637636358, -1.4695637387088318, 0.10120846331119537, 0.10121551901102066]","[0.015126591320811178, 0.015009870730283259, 0.01502041657893094, 0.015232374869229792, 0.015256499644099142, 0.015249443944273855]","[0.46660312311864205, 0.46660312311864205, 0.46660312311864205, 0.46660312311864205, 0.46660312311864205, 0.46660312311864205]","[0.4654978811740875, 0.4652085304260254, 0.4642711579799652, 0.4623955190181732, 0.4758290648460388, 0.4853660762310028]"
1755197451.7198172,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.13972598283761617, -1.4310703439572805, 0.13972598283761617, -1.4310703439572805, 0.13972598283761617, 0.13972598283761617]","[0.12462883442640305, -1.44606418282304, 0.12464601198305303, -1.4461864543012162, 0.12452102452516556, 0.1245913878083229]","[0.015097148411213124, 0.014993838865759557, 0.01507997085456314, 0.015116110343935674, 0.015204958312450612, 0.015134595029293263]","[0.46454691984007823, 0.46454691984007823, 0.46454691984007823, 0.46454691984007823, 0.46454691984007823, 0.46454691984007823]","[0.47002264857292175, 0.462589293718338, 0.462361603975296, 0.45215293765068054, 0.46964597702026367, 0.4644622802734375]"
1755197451.7262766,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.16292699103989416, -1.4078693357550023, 0.16292699103989416, -1.4078693357550023, 0.16292699103989416, 0.16292699103989416]","[0.14879658818244934, -1.421959326868393, 0.1487668196307581, -1.4217922997525712, 0.14876724779605865, 0.14876867830753326]","[0.014130402857444824, 0.01408999111339071, 0.014160171409136058, 0.013922963997568871, 0.01415974324383551, 0.0141583127323609]","[0.4621084332641021, 0.4621084332641021, 0.4621084332641021, 0.4621084332641021, 0.4621084332641021, 0.4621084332641021]","[0.4652658998966217, 0.4619290232658386, 0.46650493144989014, 0.4580976366996765, 0.4576011002063751, 0.4680350422859192]"
1755197451.7762923,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.18593455855422558, -1.384861768240671, 0.18593455855422558, -1.384861768240671, 0.18593455855422558, 0.18593455855422558]","[0.17090603709220886, -1.3997886043838044, 0.17111236253847295, -1.3998484325459977, 0.1709611862897873, 0.17102575302124023]","[0.01502852146201672, 0.014926836143133393, 0.014822196015752631, 0.014986664305326691, 0.01497337226443829, 0.014908805532985347]","[0.4592999647183622, 0.4592999647183622, 0.4592999647183622, 0.4592999647183622, 0.4592999647183622, 0.4592999647183622]","[0.4609653055667877, 0.4611297845840454, 0.4600875675678253, 0.46140822768211365, 0.4657624065876007, 0.4720824360847473]"
1755197451.8029635,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.20886281297097598, -1.3619335138239206, 0.20886281297097598, -1.3619335138239206, 0.20886281297097598, 0.20886281297097598]","[0.19401974976062775, -1.3767602753690262, 0.19396669069399053, -1.3769339633039017, 0.19394555687904358, 0.1940488964319229]","[0.014843063210348229, 0.014826761545105649, 0.014896122276985446, 0.015000449479981137, 0.014917256091932396, 0.014813916539053062]","[0.4561050462183397, 0.4561050462183397, 0.4561050462183397, 0.4561050462183397, 0.4561050462183397, 0.4561050462183397]","[0.4557499885559082, 0.45404019951820374, 0.45634302496910095, 0.44787439703941345, 0.4617510437965393, 0.458234041929245]"
1755197451.8280697,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.23154852738648468, -1.3392477994084118, 0.23154852738648468, -1.3392477994084118, 0.23154852738648468, 0.23154852738648468]","[0.21771332621574402, -1.3528993439725419, 0.21774512926210576, -1.353028656249382, 0.21762117743492126, 0.21763886511325836]","[0.013835201170740663, 0.013651544564130091, 0.013803398124378918, 0.013780856840970301, 0.013927349951563417, 0.01390966227322632]","[0.45254388573726434, 0.45254388573726434, 0.45254388573726434, 0.45254388573726434, 0.45254388573726434, 0.45254388573726434]","[0.45717480778694153, 0.4525308907032013, 0.45145758986473083, 0.4465901851654053, 0.45256736874580383, 0.45596396923065186]"
1755197451.8937883,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.2540687573533128, -1.3167275694415839, 0.2540687573533128, -1.3167275694415839, 0.2540687573533128, 0.2540687573533128]","[0.2392769157886505, -1.331276760702469, 0.23949700990785772, -1.3312673282674332, 0.2394178807735443, 0.2394656091928482]","[0.01479184156466229, 0.014549191260885053, 0.014571747445455085, 0.014539758825849347, 0.01465087657976849, 0.014603148160464596]","[0.44860280005305975, 0.44860280005305975, 0.44860280005305975, 0.44860280005305975, 0.44860280005305975, 0.44860280005305975]","[0.45233169198036194, 0.45264700055122375, 0.4510170817375183, 0.4445349872112274, 0.4578118920326233, 0.4643144905567169]"
1755197451.9488091,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.2764058198796506, -1.294390506915246, 0.2764058198796506, -1.294390506915246, 0.2764058198796506, 0.2764058198796506]","[0.2619730830192566, -1.3088073295405884, 0.2619841734515589, -1.3089140814593812, 0.2618412971496582, 0.2618906497955322]","[0.014432736860394035, 0.014416822625342496, 0.014421646428091739, 0.01452357454413522, 0.014564522729992424, 0.0145151700841184]","[0.44428034735909927, 0.44428034735909927, 0.44428034735909927, 0.44428034735909927, 0.44428034735909927, 0.44428034735909927]","[0.4466247260570526, 0.4430084526538849, 0.4464566111564636, 0.4449567496776581, 0.437113881111145, 0.43794119358062744]"
1755197451.9798732,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.29850017412467533, -1.2722961526702212, 0.29850017412467533, -1.2722961526702212, 0.29850017412467533, 0.29850017412467533]","[0.28504854440689087, -1.285645143394806, 0.28518802324403936, -1.285857842569687, 0.28502923250198364, 0.2851060926914215]","[0.013451629717784463, 0.01334899072458473, 0.013312150880635976, 0.013561689899465712, 0.01347094162269169, 0.013394081433253824]","[0.4395842323432302, 0.4395842323432302, 0.4395842323432302, 0.4395842323432302, 0.4395842323432302, 0.4395842323432302]","[0.4455118477344513, 0.43980056047439575, 0.44200921058654785, 0.45314449071884155, 0.44427022337913513, 0.43546172976493835]"
1755197452.0466537,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.32036233895456045, -1.250433987840336, 0.32036233895456045, -1.250433987840336, 0.32036233895456045, 0.32036233895456045]","[0.307030588388443, -1.2637453836253663, 0.30703479448427373, -1.2635625165751954, 0.3070638179779053, 0.3068898320198059]","[0.013331750566117462, 0.013311395785030156, 0.013327544470286723, 0.013128528734859257, 0.013298520976655182, 0.013472506934754547]","[0.43450835129924825, 0.43450835129924825, 0.43450835129924825, 0.43450835129924825, 0.43450835129924825, 0.43450835129924825]","[0.4368821680545807, 0.43671348690986633, 0.4335486888885498, 0.4396677315235138, 0.43014785647392273, 0.430858314037323]"
1755197452.131429,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.34194571359312176, -1.2288506132017747, 0.34194571359312176, -1.2288506132017747, 0.34194571359312176, 0.34194571359312176]","[0.3288503587245941, -1.2418871086886902, 0.3289068380938929, -1.2419156593135376, 0.32881245017051697, 0.32887935638427734]","[0.013095354868527642, 0.013036495486915545, 0.013038875499228886, 0.013065046111762957, 0.01313326342260479, 0.013066357208844415]","[0.4290592587815649, 0.4290592587815649, 0.4290592587815649, 0.4290592587815649, 0.4290592587815649, 0.4290592587815649]","[0.43160900473594666, 0.4362158179283142, 0.43399932980537415, 0.4286203384399414, 0.4416126310825348, 0.44455191493034363]"
1755197452.1321173,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.36324835792455634, -1.2075479688703403, 0.36324835792455634, -1.2075479688703403, 0.36324835792455634, 0.36324835792455634]","[0.34950047731399536, -1.2212199431708832, 0.3495233694659632, -1.2214197677424927, 0.3494075536727905, 0.34943848848342896]","[0.01374788061056098, 0.0136719743005429, 0.013724988458593157, 0.013871798872152397, 0.013840804251765815, 0.013809869441127387]","[0.42323313556462827, 0.42323313556462827, 0.42323313556462827, 0.42323313556462827, 0.42323313556462827, 0.42323313556462827]","[0.42351841926574707, 0.42113420367240906, 0.42431509494781494, 0.42357298731803894, 0.43356195092201233, 0.4392757713794708]"
1755197452.1933513,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.3842522915087605, -1.186544035286136, 0.3842522915087605, -1.186544035286136, 0.3842522915087605, 0.3842522915087605]","[0.37060675024986267, -1.2000523966601868, 0.37071067491640264, -1.2000549894622345, 0.37072691321372986, 0.37060391902923584]","[0.013645541258897831, 0.013508361374050759, 0.013541616592357864, 0.013510954176098489, 0.013525378295030643, 0.013648372479524662]","[0.4170296510986151, 0.4170296510986151, 0.4170296510986151, 0.4170296510986151, 0.4170296510986151, 0.4170296510986151]","[0.42048710584640503, 0.4183535575866699, 0.41862887144088745, 0.40848517417907715, 0.4346138536930084, 0.4405116140842438]"
1755197452.2358348,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.4049454052007472, -1.1658509215941493, 0.4049454052007472, -1.1658509215941493, 0.4049454052007472, 0.4049454052007472]","[0.3915294110774994, -1.1791507464698334, 0.39158755937685186, -1.1792148810676117, 0.3915599286556244, 0.39159104228019714]","[0.013415994123247788, 0.013299824875684152, 0.01335784582389532, 0.013363959473462472, 0.013385476545122788, 0.013354362920550034]","[0.4104464526552716, 0.4104464526552716, 0.4104464526552716, 0.4104464526552716, 0.4104464526552716, 0.4104464526552716]","[0.41568318009376526, 0.41725337505340576, 0.4170180857181549, 0.41013267636299133, 0.4253454804420471, 0.4344108998775482]"
1755197452.367879,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.4252984172180909, -1.1454979095768056, 0.4252984172180909, -1.1454979095768056, 0.4252984172180909, 0.4252984172180909]","[0.41297248005867004, -1.157825694685318, 0.4130623976336878, -1.1580419701388855, 0.41291171312332153, 0.4129331111907959]","[0.012325937159420874, 0.012327785108512401, 0.012236019584403124, 0.012544060562079906, 0.012386704094769385, 0.01236530602729502]","[0.40348660301878925, 0.40348660301878925, 0.40348660301878925, 0.40348660301878925, 0.40348660301878925, 0.40348660301878925]","[0.40966203808784485, 0.4032857418060303, 0.40530917048454285, 0.40887778997421265, 0.4086814820766449, 0.41876456141471863]"
1755197452.3708236,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.4452887220334518, -1.1255076047614447, 0.4452887220334518, -1.1255076047614447, 0.4452887220334518, 0.4452887220334518]","[0.43304046988487244, -1.1376201969436188, 0.43310290971864873, -1.1375278991511841, 0.43319427967071533, 0.43308892846107483]","[0.012248252148579386, 0.012112592182174087, 0.01218581231480309, 0.012020294389739394, 0.01209444236273649, 0.012199793572376993]","[0.3961516344868301, 0.3961516344868301, 0.3961516344868301, 0.3961516344868301, 0.3961516344868301, 0.3961516344868301]","[0.4002417027950287, 0.40101632475852966, 0.40120381116867065, 0.39015182852745056, 0.41096076369285583, 0.42270395159721375]"
1755197452.3887417,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.4649089385348497, -1.1058873882600468, 0.4649089385348497, -1.1058873882600468, 0.4649089385348497, 0.4649089385348497]","[0.45303094387054443, -1.1176501375487824, 0.45303422609438115, -1.117800311451294, 0.4529595971107483, 0.4530823230743408]","[0.01187799466430528, 0.011762749288735552, 0.01187471244046856, 0.011912923191247149, 0.011949341424101423, 0.011826615460508894]","[0.3884373010044666, 0.3884373010044666, 0.3884373010044666, 0.3884373010044666, 0.3884373010044666, 0.3884373010044666]","[0.3928138315677643, 0.3978927433490753, 0.3953200876712799, 0.38947927951812744, 0.4000902473926544, 0.40244778990745544]"
1755197452.439905,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.48413011974447206, -1.0866662070504245, 0.48413011974447206, -1.0866662070504245, 0.48413011974447206, 0.48413011974447206]","[0.47168806195259094, -1.0990134936622162, 0.4718382994281214, -1.0992012184909363, 0.47172608971595764, 0.47164493799209595]","[0.012442057791881123, 0.012347286611791741, 0.012291820316350677, 0.012535011440511834, 0.012404030028514423, 0.012485181752376118]","[0.38034748463451673, 0.38034748463451673, 0.38034748463451673, 0.38034748463451673, 0.38034748463451673, 0.38034748463451673]","[0.3900226950645447, 0.3836635649204254, 0.3850950002670288, 0.39410170912742615, 0.3803483545780182, 0.37629520893096924]"
1755197452.4776857,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.5029471901392608, -1.0678491366556357, 0.5029471901392608, -1.0678491366556357, 0.5029471901392608, 0.5029471901392608]","[0.4913991093635559, -1.0792263907245179, 0.49152833620180303, -1.0792373579791565, 0.491502970457077, 0.49154654145240784]","[0.011548080775704905, 0.011377254068882126, 0.011418853937457785, 0.011388221323520797, 0.011444219682183787, 0.011400648686852977]","[0.37187611351243577, 0.37187611351243577, 0.37187611351243577, 0.37187611351243577, 0.37187611351243577, 0.37187611351243577]","[0.37853604555130005, 0.3755892515182495, 0.37803009152412415, 0.36988717317581177, 0.38192182779312134, 0.3791137933731079]"
1755197452.529009,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.5212991731694925, -1.049497153625404, 0.5212991731694925, -1.049497153625404, 0.5212991731694925, 0.5212991731694925]","[0.5095449090003967, -1.0612792533687134, 0.5095060507403772, -1.061471776371338, 0.5093573927879333, 0.5094555616378784]","[0.011754264169095752, 0.011782099743309349, 0.011793122429115233, 0.01197462274593386, 0.01194178038155913, 0.011843611531614062]","[0.3630432055731865, 0.3630432055731865, 0.3630432055731865, 0.3630432055731865, 0.3630432055731865, 0.3630432055731865]","[0.3724425733089447, 0.3745703101158142, 0.3696170449256897, 0.3685019910335541, 0.3660202920436859, 0.3805010914802551]"
1755197452.598851,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.5392616372853347, -1.0315346895095618, 0.5392616372853347, -1.0315346895095618, 0.5392616372853347, 0.5392616372853347]","[0.5282976031303406, -1.0423346322825928, 0.5283578077899378, -1.0424292248538514, 0.5284273624420166, 0.5282933712005615]","[0.01096403415499414, 0.01079994277303098, 0.010903829495396922, 0.010894535344289524, 0.010834274843318115, 0.010968266084773193]","[0.35380180179348164, 0.35380180179348164, 0.35380180179348164, 0.35380180179348164, 0.35380180179348164, 0.35380180179348164]","[0.3609694242477417, 0.35748931765556335, 0.35846811532974243, 0.3639112114906311, 0.3569439947605133, 0.35732200741767883]"
1755197452.6331408,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.5566907793983191, -1.0141055473965774, 0.5566907793983191, -1.0141055473965774, 0.5566907793983191, 0.5566907793983191]","[0.5461177825927734, -1.0245514673045655, 0.5461667219745081, -1.0246418875506897, 0.5460302829742432, 0.546080470085144]","[0.010572996805545687, 0.010445919907988044, 0.010524057423811017, 0.010536340154112311, 0.01066049642407596, 0.010610309313175081]","[0.3442162736865124, 0.3442162736865124, 0.3442162736865124, 0.3442162736865124, 0.3442162736865124, 0.3442162736865124]","[0.34924745559692383, 0.35388311743736267, 0.3522937595844269, 0.34176576137542725, 0.36171668767929077, 0.35168272256851196]"
1755197452.7009058,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.5736534001410154, -0.9971429266538812, 0.5736534001410154, -0.9971429266538812, 0.5736534001410154, 0.5736534001410154]","[0.5633912682533264, -1.007362262611725, 0.5634005705462855, -1.007422463302948, 0.5633332133293152, 0.5632050037384033]","[0.010262131887688986, 0.010219335957843745, 0.01025282959472995, 0.01027953664906689, 0.010320186811700216, 0.010448396402612081]","[0.33424165878629797, 0.33424165878629797, 0.33424165878629797, 0.33424165878629797, 0.33424165878629797, 0.33424165878629797]","[0.34162914752960205, 0.3372645974159241, 0.33980169892311096, 0.33531004190444946, 0.3491615056991577, 0.353352814912796]"
1755197452.7301838,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.5901014423213835, -0.980694884473513, 0.5901014423213835, -0.980694884473513, 0.5901014423213835, 0.5901014423213835]","[0.5794485807418823, -0.9912153643420716, 0.5795581976519983, -0.9913108509830018, 0.5794994831085205, 0.5796099305152893]","[0.010652861579501183, 0.01052047986855853, 0.010543244669385166, 0.010615966509488706, 0.010601959212863, 0.0104915118060942]","[0.32389425895454127, 0.32389425895454127, 0.32389425895454127, 0.32389425895454127, 0.32389425895454127, 0.32389425895454127]","[0.32692503929138184, 0.329424113035202, 0.3316735625267029, 0.3322112560272217, 0.32704272866249084, 0.3171893060207367]"
1755197452.7843726,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6060366886227235, -0.964759638172173, 0.6060366886227235, -0.964759638172173, 0.6060366886227235, 0.6060366886227235]","[0.5958088636398315, -0.9749787014773865, 0.5958121458636683, -0.9751467865756531, 0.5957121253013611, 0.5956892371177673]","[0.010227824982891986, 0.010219063305213494, 0.010224542759055266, 0.010387148403480095, 0.010324563321362445, 0.010347451504956195]","[0.3131605851351291, 0.3131605851351291, 0.3131605851351291, 0.3131605851351291, 0.3131605851351291, 0.3131605851351291]","[0.32375773787498474, 0.31891125440597534, 0.3205769956111908, 0.3225305378437042, 0.3169366121292114, 0.31537553668022156]"
1755197452.842196,"['shoulder_pan_joint', 'shoulder_lift_joint', 'elbow_joint', 'wrist_1_joint', 'wrist_2_joint', 'wrist_3_joint']","[0.6214223149330194, -0.9493740118618772, 0.6214223149330194, -0.9493740118618772, 0.6214223149330194, 0.6214223149330194]","[0.611379086971283, -0.9591643375209351, 0.6115840117083948, -0.9592816394618531, 0.6115603446960449, 0.6114441752433777]","[0.0100432279617364, 0.009790325659057908, 0.009838303224624534, 0.009907627599975877, 0.009861970236974438, 0.009978139689641674]","[0.30205200679209354, 0.30205200679209354, 0.30205200679209354, 0.30205200679209354, 0.30205200679209354, 0.30205200679209354]","[0.3086625933647156, 0.30827534198760986, 0.30822938680648804, 0.3046876788139343, 0.31882575154304504, 0.3143461346626282]"
